"","Y","X1","X2","X3","X4","X5","X6"
"9487",-7.2,9192,6,2005,603.44,20.5,0
"9494",-6.4,9199,6,2005,602.58,18.75,0
"9501",-5.8,9206,6,2005,601.76,20.25,0
"9508",-4.7,9213,6,2005,601.43,23.25,0
"9515",-3.4,9220,6,2005,600.75,22.75,0
"9522",-3.1,9227,7,2005,599.81,21,0
"9529",-2.7,9234,7,2005,598.85,22,0
"9543",-0.8,9248,7,2005,596.49,24.25,0
"9550",-0.9,9255,8,2005,595.88,19,0
"9578",-0.4,9283,9,2005,593.25,21.75,0
"9592",-0.2,9297,9,2005,592.53,18,0
"9599",-0.7,9304,9,2005,591.99,14.5,0
"9606",-0.8,9311,9,2005,591.39,18,0
"9620",-1.5,9325,10,2005,590.2,13.75,43
"9627",-2.9,9332,10,2005,599.24,12.75,0
"9634",-3.7,9339,10,2005,601.82,12.5,0
"9641",-4,9346,11,2005,602.45,11.75,0
"9648",-5,9353,11,2005,602.5,10.5,4
"9655",-6.2,9360,11,2005,606.28,8,0
"9662",-7.4,9367,11,2005,607.93,3.25,0
"9669",-8.4,9374,12,2005,608.28,1.5,0
"9683",-10.2,9388,12,2005,608.97,-4.5,0
"9690",-11.2,9395,12,2005,609.08,1,0
"9697",-11.9,9402,12,2005,609.13,-3.5,0
"9704",-12.7,9409,1,2006,609.06,1,0
"9711",-12.7,9416,1,2006,609.04,3.25,0
"9718",-12.8,9423,1,2006,609.12,3.5,0
"9725",-13.2,9430,1,2006,609,0,0
"9732",-14.1,9437,2,2006,613.47,5.5,0
"9739",-14.5,9444,2,2006,615.49,5,0
"9746",-15,9451,2,2006,616.57,6.5,0
"9753",-15.3,9458,2,2006,617.42,4.3,0
"9802",-17.6,9507,4,2006,626.8,10.25,0
"9809",-17.4,9514,4,2006,627.34,13,0
"9816",-17.4,9521,4,2006,627.67,16.25,0
"9823",-17,9528,5,2006,627.82,14.5,0
"9830",-16.8,9535,5,2006,627.84,11.5,0
"9837",-15.7,9542,5,2006,627.63,22.5,0
"9844",-15.3,9549,5,2006,627.4,14.5,0
"9851",-14.8,9556,6,2006,626.94,12.25,0
"9872",-12,9577,6,2006,624.79,25,0
"9879",-11.2,9584,6,2006,624.02,24.25,0
"9886",-10,9591,7,2006,623.18,22.5,2.5
"9893",-9.1,9598,7,2006,622.3,25.75,0
"9900",-8.9,9605,7,2006,621.88,22.5,0
"9907",-8,9612,7,2006,621.33,24,0
"9914",-6.8,9619,8,2006,620.52,22.5,0
"9921",-6.5,9626,8,2006,619.65,22,0
"9928",-6.7,9633,8,2006,619.16,18,0
"9935",-6.4,9640,8,2006,618.63,22.5,2.75
"9942",-5.8,9647,8,2006,617.91,21.5,0
"9949",-4.3,9654,9,2006,616.95496,24.5,0
"9956",-4.5,9661,9,2006,616.43,16.5,33
"9963",-5.2,9668,9,2006,616.48,19.25,0
"9970",-5.4,9675,9,2006,616.4,15.75,0
"9977",-5.3,9682,10,2006,615.87,12.25,7.5
"9991",-5.9,9696,10,2006,614.9,12.75,13.5
"9998",-5.7,9703,10,2006,614.39,15.75,0
"10005",-5.4,9710,11,2006,613.78,15,0
"10012",-6,9717,11,2006,613.12,12.75,0
"10019",-6.6,9724,11,2006,612.47,9.75,0
"10026",-6.9,9731,11,2006,611.86,8.75,0
"10033",-7.3,9738,11,2006,611.18,7.25,0
"10040",-7.9,9745,12,2006,610.48,4.25,0.5
"10047",-8.6,9752,12,2006,609.73,4.75,0
"10061",-9.5,9766,12,2006,607.94,6,0
"10068",-9.7,9773,1,2007,606.85,4.25,0
"10075",-9.6,9780,1,2007,605.71,7,0
"10096",-10.2,9801,2,2007,603.24,6.25,1
"10103",-10.5,9808,2,2007,602.67,5.25,0
"10110",-10.3,9815,2,2007,602.09,8.25,0
"10117",-10.1,9822,2,2007,601.49,6.5,0
"10124",-10.2,9829,3,2007,601.02,10.75,0
"10132",-10,9837,3,2007,600.56,7.5,0
"10139",-9.8,9844,3,2007,600.21,11,2
"10145",-10.2,9850,3,2007,599.91,5.25,0
"10152",-10.3,9857,3,2007,599.58,6.25,0
"10159",-10.6,9864,4,2007,601.49,8.25,14.5
"10166",-10.3,9871,4,2007,602.83,11,0
"10173",-10.7,9878,4,2007,606.77,16,1.5
"10180",-10.6,9885,4,2007,609.1,17.25,0
"10187",-11.3,9892,5,2007,611.28,8,0
"10194",-11.3,9899,5,2007,613.08,19.25,0
"10201",-10.8,9906,5,2007,613.98,13.5,0
"10208",-10.2,9913,5,2007,614.29,21.25,0
"10215",-10,9920,5,2007,614.28,16.5,0.25
"10229",-8.7,9934,6,2007,614.08997,21.75,0
"10236",-7.8,9941,6,2007,613.65,22,0
"10243",-7.2,9948,6,2007,613.04,18.75,0
"10250",-6.6,9955,7,2007,612.17,19.25,0
"10257",-5.9,9962,7,2007,611.43,20,1.2
"10264",-4.7,9969,7,2007,610.61,25.5,0
"10271",-4,9976,7,2007,609.79,23.5,0
"10278",-3.2,9983,8,2007,608.92,25.5,0
"10285",-3.2,9990,8,2007,608.42,18.25,0
"10334",-2.2,10039,9,2007,604.39,14.25,0
"10376",-4.2,10081,11,2007,601.09,8.25,0
"10383",-5,10088,11,2007,600.66,6,0
"10432",-9,10137,1,2008,598.23,1,1.5
"10439",-9,10144,1,2008,597.92,7.75,0.5
"10446",-9,10151,1,2008,597.58,4.5,0
"10453",-9.6,10158,1,2008,597.065,8,0
"10460",-9.6,10165,1,2008,596.31,3.75,0
"10467",-9.7,10172,2,2008,595.72,6.75,0
"10474",-9.8,10179,2,2008,595.2,4,0
"10481",-9.6,10186,2,2008,594.65,7.5,0.5
"10488",-9.2,10193,2,2008,594.16003,10.25,0
"10495",-9.3,10200,3,2008,593.55,0.25,0
"10502",-8.9,10207,3,2008,592.92,11.75,0
"10509",-8.9,10214,3,2008,592.34,2.5,5
"10516",-8.9,10221,3,2008,592.25,6.5,0
"10523",-8.6,10228,4,2008,592.03,13.25,0
"10530",-9,10235,4,2008,592,12,1.5
"10537",-8.6,10242,4,2008,593.54,10.5,0
"10544",-9,10249,4,2008,597.5,12.5,0
"10558",-8,10263,5,2008,600.27,13.75,0
"10565",-9.3,10270,5,2008,604.6,12,5.75
"10579",-13.1,10284,5,2008,620.21,12,9.5
"10586",-14.6,10291,6,2008,624.66,15,22
"10593",-15.7,10298,6,2008,627.66,15.75,10.5
"10614",-14.5,10319,7,2008,629.34,21,0
"10628",-13.6,10333,7,2008,629.31,21,0
"10635",-13.1,10340,7,2008,629.22,23.5,0
"10642",-12.4,10347,7,2008,629,24.75,0
"10649",-11.7,10354,8,2008,628.72,25.75,0
"10656",-10.2,10361,8,2008,628.28,22,0
"10663",-10.9,10368,8,2008,627.87,21.75,0
"10670",-11.1,10375,8,2008,627.8,22,1
"10677",-10.6,10382,9,2008,627.475,21.75,0
"10691",-10,10396,9,2008,626.43,18.5,0
"10698",-10.4,10403,9,2008,625.81,12,2
"10705",-10.2,10410,10,2008,625.05,14,0
"10712",-10.2,10417,10,2008,624.14,9.75,2
"10719",-9.6,10424,10,2008,623.14,17.5,0
"10726",-9.8,10431,10,2008,622.4,14,4.5
